#tradeName,merchantName,description,address1,address2,address3,email,phone,mobile,contact1,contact2,categoryList
Paint20,太阳油漆,,Sydney,,,,,0422 879 306,,,Paint
Paint21,一人油漆,专业，诚信，低价，Lic：236587C 。 （02）97185631,Sydney,,,,(02) 9718 5631,0478 303 117,,,Paint
Paint22,三好油漆,质量好，信誉好，价钱好，各种室内外油漆，七年保修，免费报价，Lic177235 。 （02） 8764 0545,Sydney,,,,02 8764 0545,0450 733 368,,,Paint
Paint23,可靠油漆,Depend able painting 承接油漆工程，质量保证，价格合理，免费估价。LIC: 131070C ,Sydney,,,,02 97257898,0409 013 168,,,Paint
Paint24,詹记油漆,专业师傅，接住宅内外，店铺，工厂等工程，信誉好，价廉，保修。Lic: 175658C (02)9649 8660,Sydney,,,,(02) 9649 8660,0433 918 122,,,Paint
Paint25,诚实油漆,十多年经验，室内外油漆，质优价平，七年保修，免费报价， Lic : 177235C (02)8764 0545,Sydney,,,,(02) 8764 0545,0401 304 643,,,Paint
Paint26,德信油漆,,Sydney,,,,(02) 8812 3628,,,,Paint
Paint27,经验油漆,,Sydney,,,,,0414 169 687,,,Paint
Paint28,詹氏油漆,,Sydney,,,,02 9649 8660,,,,Paint
Paint29,藍天油漆公司,悉尼藍天油漆粉刷公司質量保證，粉刷一室一廳的unit牆壁和天花板只需900元，每多一個房間加收200-300元，需要刷 房子的請速聯繫！手機0430272908 david,Sydney,,,,,0430 272 908,David,,Paint
Paint30,Eastwood油漆店,"241 Hillview Lane 首家华人经营Bristol油漆连锁专卖店，零售批发 Taubmans, Bristol 油漆及各类工具，物美价廉，量大从优，诚待广大客户莅临（有无PPG Account均可）。七天营业",Sydney,,,,(02)98742063,,,,Paint
Paint31,平安油漆公司,"十七年澳洲油漆經驗,我們持牌油漆師,常年接大小室內室外油漆工程,價格公道,免費設計色彩.0414620229英文,0414929229國語,持牌223313c",Sydney,,,,,0414 929 229,,,Paint
Paint32,家庭油漆,专业有牌油漆，室内室外，顶墙门窗，做工精细，价格最低，无分大小，免费上门报价,Sydney,,,,,0466 623 357,,,Paint
Paint33,福星油漆,"承接各种大小建筑油漆，Gyprock, 质优价廉，信誉保证，免费估价。",Sydney,,,,,0451 309 797,,,Paint
Paint34,北方油漆 ,正油漆师傅，承接新旧房室内外油漆工程，信誉佳，价廉，免费报价。Lic: 228963C,Sydney,,,,,0416 928 818,,,Paint
Paint35,俊叶油漆,,Sydney,,,,02 9594 5616,,,,Paint
Paint36,平安油漆,,Sydney,,,,02 9750 8824,,,,Paint
Paint37,实惠油漆,专业油漆多年经验旧房翻新，内外油漆，质优价平，免费报价。0416518858,Sydney,,,,,0416 518 858,,,Paint
Paint38 RC,RC油漆,,Sydney,,,,02 9596 2658,,,,Paint
Paint39,大中油漆,持牌师傅，多年经验接室内外工程，精工细做，价格合理，免费报价。 Lic：241926C,Sydney,,,,,0421 233 323,,,Paint
Paint40,专业油漆,多年经验油漆，卫生间，厨房，做工精细，保您满意。,Sydney,,,,,0452 432 808,,,Paint
Paint41 John,John油漆,多年经验，重质量重信誉，承接新旧住宅商铺办公室内外油漆工程，工精价廉，免费估价。,Sydney,,,,0422 888 647,,,,Paint
