#tradeName,merchantName,description,address1,address2,address3,email,phone,mobile,contact1,contact2,categoryList
electrician maintenance1011,好运电工 ,专业承接各类工业，商业，住宅电力工程，维修安装，电话电脑网络，数十年经验，质优价平。免费报价。LIC: 95268C,,,,,02 95549806,0410 313 715,,,electrician maintenance
electrician maintenance1012,优质电工,多年澳洲经验，擅长电力，监视，警报，对讲，天线，电话网络安装， Lic:77890C 电：(02)91508198,,,,,(02)9150 8198,0414 302 255,,,electrician maintenance
electrician maintenance1013,佳盛电工,"安装家居, 商业, OFFICE电表,分表,太阳能电表.接电断电. 单，相电升三相电安装电表,电闸箱.灯,插座, 开关,电话/网络等. Lic: 207947C 电话：(02) 9858 5803 网址： http://www.lpsydneyelectrical.com.au/ ","Carlingford, New South Wales 2118",,,lpsydneyelectrical@yahoo.com.au,(02) 9858 5803,0432 585 109,David Liu,,electrician maintenance
electrician maintenance1014,明亮电工 ,"资深持牌 (Lic203563C ),全能，为你安装，维修，省事，省心，价低。24/7 应急, 请电：(02)90071593",,,,,(02)9007 1593,,,,electrician maintenance
electrician maintenance1015,通用电工,工商，住宅电力工程，安装维修，防盗，电脑网络及电话系统。多年经验 。 LIC:121511C,,,,,02 9873 1288 ,0404 463 050,,,electrician maintenance
electrician maintenance1016,动力电工,专业承接工程，维修安装，工商，住宅，价钱合理，手工好， Lic:230249C,,,,,,0421 146 835,Jery,,electrician maintenance
electrician maintenance1017,Jery电工,多年专业工商民电力安装，装分表，RCD，电话网线，TV，警报，CCTV。 Lic.250320C. 电： 0435 242 598,,,,,,0435 242 598,,,electrician maintenance
electrician maintenance1018 CCTY,CCTY电工,家居商铺翻新升级，专业安装电话，监控警报及网络。 Lic.155336C. 电： 0403 726 989 / 0432 939 232,,,,,,0403 726 989,,,electrician maintenance
electrician maintenance1019,ABC家电,维修冰箱、冷柜、洗碗、洗衣、干衣机，电/煤气炉，烤箱，热水及水务。 电： 0425 222 078 / 0425 355 296,,,,,,0425 222 078,,,electrician maintenance
electrician maintenance1020,飞鸿电工,"专业电工，安装，修理，商业住家电工工程, Lic： 190478C",,,,,,0437 873 129,,,electrician maintenance
electrician maintenance1021,专业防盗电工,安装维修防盗警报，接Chubb保安天天88 cent，电讯，电力，应急服务。 Lic：136539C,,,,,(02)9872 7837,0402 961 768,,,electrician maintenance
electrician maintenance1022,长城电工,"安装维修，工商住电力，灯，电源网络电话，防盗，CCTV，对讲机。Lic：225148C
",,,,,,0423 225 072,,,electrician maintenance
electrician maintenance1023,日升电工,工商，家住电力安装，维修，防盗系统，网络系统，电话系统。Lic：237860C,,,,,(02) 9787 8593,0432 826 098,,,electrician maintenance
