#tradeName,merchantName,description,address1,address2,address3,email,phone,mobile,contact1,contact2,categoryList
Renovation building1031 AA BUILDING SUPPLIES ,AA BUILDING SUPPLIES ,QUALITY & SERVICE YOU CAN TRUST www.aabuildingsupplies.com.au,"1 Clapham Road, Regents Park",,,t.lieu@aabuildingsupplies.com.au,02 9644 2717,0402 024 681,,,Renovated Building
Renovation building1032,Corners,专业承包各种Corners工程，专业施工技术，保证质量。,Sydney,,,,,0452 577 080,,,Renovated Building
Renovation building1033,专业团队 防水装修 ,整套浴室翻新，阳台，桑拿房，商业厨房，办公室，地库，车房改住 ，防水，防漏排水系统，挖地，档土墙，批荡，间房油漆，砌砖，地板，大小工程1条龙服务，可出证书。金牌243397C。,Sydney,,,,,0438 868 881,,,Renovated Building
Renovation building1034,摩登装修,,Sydney,,,, 02 9558 8767,,,,Renovated Building
Renovation building1035,专业装修,精装厨柜云石楼面，翻新厨房，卫浴，间格，油漆，木工。Lic:899238 。,Sydney,,,,, 0404 756 286,,,Renovated Building
Renovation building1036,顺景装修,专业浴厕厨改造翻新，室内外装修，车房改造增租，工精守信：828864C。 （02）98694485,Sydney,,,,（02）9869 4485,0414 018 068,,,Renovated Building
Renovation building1037,金龙装修,,Sydney,,,,02 9584 0105,,,,Renovated Building
Renovation building1038,唐氏装修专业师傅,承接室内外、住屋店铺、工厂等装修、加造改造、Gyprock、油漆、厨浴、水管排线、凉棚、车库、太阳房、花园、围栏等工程，信誉好，质量保证，价廉保修，Lic: 096759C (02)96498660,Sydney,,,,(02) 9649 8660, 0433 918 122,,,Renovated Building
Renovation building1039,新华专修,,Sydney,,,,,0404 886 768,,,Renovated Building
Renovation building1040,家庭装修,,Sydney,,,, 02 9799 5481,,,,Renovated Building
Renovation building1041,专业装修公司Professional decoration company,专业装修公司，主营房屋、浴室翻新，间隔、油漆、水电、瓷砖等，价格合理，优质服务,Sydney,,,hillsplaster@yahoo.com.au,,0406 660 678,,,Renovated Building
Renovation building1042,精工装修,屋架，加建，浴室商业，加固屋顶，拆受力墙，专做高难度木工精活， Lic: 219623C (02)9744 7620,Sydney,,,,,0433 988 936,,,Renovated Building
Renovation building1043,金福装修,,Sydney,,,,,0416 108 532,,,Renovated Building
Renovation building1044,顺景装修,专业浴厕厨改造翻新，室内外装修，车房改造增租，工精守信：828864C。 （02）98694485,Sydney,,,,（02）98694485,0414 018 068,,,Renovated Building
Renovation building1045,赞记专业,室内外装修三十多年澳洲经验，厨房餐馆写字楼，信心保证，Lic：192471C ,Sydney,,,,,0451 799 338,Tony,,Renovated Building
Renovation building1046,君悦装修,油漆、瓷砖、地板、间隔、厨卫、花园等工程，免费报价， L/N： 242716c,Sydney,,,,,0468 777 777,,,Renovated Building
Renovation building1047,精工装修,多年装修经验，扩建加建装修，刷漆，装修商铺，办公室等，质优价平， Lic: 198797C,Sydney,,,,,0410 169 168,,,Renovated Building
Renovation building1048,华昌维修,,Sydney,,,,,0421 190 633,,,Renovated Building
Renovation building1049,政府认可施工审批,"政府认可的私人施工审批机构，快速审批CDC,施工证CC， 质检PCA，使用证OC， 华人高级工程师主理，始于2001年，37/42 Swan Ave ,Strathfield。 （02）97467062 0414602638 info@jfbc.com.au",Sydney,,,,,0405 500 688,,,Renovated Building
Renovation building1050,专业装修,,Sydney,,,,,0433 694 320,,,Renovated Building
Renovation building1051,精艺装修,,Sydney,,,,02 9502 1368,,,,Renovated Building
Renovation building1052,建福装修,专业翻新浴室，瓷砖，木工，油漆，各大小工程，Lic: 83643 。,Sydney,,,,,0411 727 293,,,Renovated Building
Renovation building1053 Structure Building Supplies ,永泰建筑 Structure Building Supplies ,五週年慶大優惠 誠徵銷售部經理<br/>台湾制造，中国专利产品<br/>安装省时省工快捷拼装<br/>无需油漆，干净明亮<br/>隔热，隔冷，隔音<br/>无惧昆虫与白蚁<br/>环保，对人体无害材料<br/>可用作室内/外墙<br/>提供PVC门窗，PVC外墙挂板<br/>PVC/PC隔热瓦片及天花板等系列产品<br/>透明瓦片，雨棚，车库  http://www.structurebs.com.au,"75 Clapham Rd, Sefton. NSW 2162",,,info@structurebs.com.au,02 9786 4018,,,,Renovated Building
Renovation building1054,浴室装修,"不仅仅是住宅或商业，我们都可以为你提供最专业的设计及实施，为你打造一下最适合你的完美浴室。免费报价。我们的卫生间改造专家顾<br/>问可以将任何普通的浴室变成一个轻松的庇护所。我们相信，你的浴室不应该仅仅成为它的功能性用途，但也将是一个美丽和放松休息的地方.<br/><br/>-我们的设计是如此的多，因为我们的过程更好。<br/>-我们的改造和重塑的价格包括一般的材料，消耗品和劳动力。<br/>- 我们也有广泛的产品供应商供您选择！<br/>-我们的承包商可进行最艰苦的训练过程，使我们成为悉尼最好的浴室革新者之一.事实上，也是因为我们的责任心，使我们提供最好的服务。我们感到自豪的是，我们提供100 ％保证可以让您的项目达到或者超过您的期望.<br/>电话：0413 50 6660<br/>地址：Suit 304, 389-391 Sussex street Haymarket NSW 2000 <br/>网址：http://delightsbathroom.com/ ","Suit 304, 389-391 Sussex street Haymarket NSW 2000 ",,,info@delightsbathroom.com,,0413 50 6660,,,Renovated Building
Renovation building1055 ACE Building Approvals,建筑审批ACE Building Approvals ,"Reg No BPB0333,政府认可私人建筑审批师 （Private certifier), 持牌质检主管PCA, 高级工程师，Tony 邱亲自快速审批，检查工商及民用住宅，无需经过Council, 合格开发证 CDC ， 施工证 CC， 施工质检PCA， 使用证OC, Suite201,76 Burwood Rd Burwood (02)9744 6777  网址：www.aceapprovals.com.au",Sydney,,,,(02)9744 6777,0402 343 678,,,Renovated Building
Renovation building1056,家居维修 ,多年经验，木工门窗，浴室翻新，水喉马桶，安装洗手盆，排油烟机，油漆。,Sydney,,,,,0413 751 731,,,Renovated Building
Renovation building1057,快速、安全模板工程,经营项目：模板工程、建筑模板、支撑框架、建筑模板工程承包。,Sydney,,,rechdelany@gmail.com,,0401 311 454,Rech Kuot,,Renovated Building
Renovation building1058,专业装修,浴室翻新加厕所瓷砖印花石屎车道修漏水屋，内外装修工程。,Sydney,,,,,0451 927 798,,,Renovated Building
Renovation building1059,自然专修,翻新浴室，厨房地砖墙砖，大理石，水管道，凉蓬等，质量保证。,Sydney,,,,,0450 052 412,,,Renovated Building
Renovation building1061 Lumentec Lighting,Lumentec Lighting,"全澳范围内提供以下服务 1.室内外灯光设计 2.提供澳洲主流灯具厂商灯具和灯源。(Exterior Lighting, Interior Lighting, LED Lighting, chandelier, Ceiling fans, Down Lights, Downlight, Exhaust fans, Fluorescent Lighting, Oyster lights, Ceiling lights, Pendant, Picture Lights, Security Lights, Spot Lights, Table Lamp, Floor Lamp, Wall Light) 3. 良好的售后服务和质量保证。网址：www.lumentec.com.au",P.O. Box 6246 North Ryde NSW 2113,,,,,1300 300 366,Allen,,Renovated Building
Renovation building1062 Stripping Formwork ,Fast&Safe Stripping Formwork ,,Sydney,,,rechdelany@gmail.com,, 0421 156 344,,,Renovated Building
Renovation building1063,通风设备,设计生产安装工商厂房停车场通风管道风机，风口，阀门，百叶,Sydney,,,,,0411 039 332,,,Renovated Building
Renovation building1064,城市装修,,Sydney,,,,02 9807 1628,,,,Renovated Building
Renovation building1065,实惠装修,经验Builder，专业店铺，新建、加建及装修工程，保险齐，价优质高； Lic:228508C,Sydney,,,,,0433 261 886,Ken,,Renovated Building
Renovation building1066,老牌装修,"20年经验，专攻Westfield商店、餐馆、Office,新潮设计、专业，诚信为本。Lic：225191C",Sydney,,,,, 0403 182 923,,,Renovated Building
Renovation building1067,良友装修,,Sydney,,,,,0405 785 888,,,Renovated Building
Renovation building1068,悉尼装修公司,悉尼装修公司 A 家居装修维修 商业办公室，店铺装修 玻璃隔墙 免费估价 本公司具有澳洲多年经验，持牌操作，为您打造别具一格的家居和工作环境。专业施工队伍全保险作业，无论工程大小，免费上门设计估价。 服务项目：厨房橱柜，入墙柜，免费测量，专业安装。 室内外油漆，旧房翻新，各种车棚，凉棚。 铝合金门窗及防盗门窗，纱门，纱窗。 增房，隔房，玻璃幕墙。 商业店铺装修，拆除及复原，办公室间隔。承接各种加建改造等大小工程。 维修项目：各种退房维修，换门，换锁，修补墙洞及油漆。安装马桶，油烟机，玻璃门窗，等等。。。。。 欢迎咨询 M:0430176189 02)96495838 M:0410196666 QQ:337649344 Email:Tonyfabrication@hotmail.com,Sydney,,,,(02) 9649 5838,0430 176 189,,,Renovated Building
Renovation building1069,专业装修,新建住宅天花板及石膏角线的安装，商店、写字楼隔断等内装修工程。持牌施工队伍，众多新完成项目可供考察,Sydney,,,,,0423 429 543,Isaac,,Renovated Building
Renovation building1070,小潘装修,,Sydney,,,,,0432 733 850,,,Renovated Building
Renovation building1071 KSH SHOPFITTING EQUIPMENT PL,KSH SHOPFITTING EQUIPMENT PL,从设计到装修到开业，我们提供全程服务,Sydney,,,,02 9642 3688,,,,Renovated Building
Renovation building1072,恒昌装修,"室内外装修，Gyprock间隔，天花，厨卫浴，洗衣间，车库内改建翻，木工，瓷砖，水电，油漆，室外Deck,凉棚，扶梯等工程，25年经验，有保险，质量高，信誉好，免费估价，Lic ：239227C 。 （02）91192885",Sydney,,,,（02）91192885, 0423 313 888,,,Renovated Building
Renovation building1073,艺高装修,,Sydney,,,,02 9740 3968,,,,Renovated Building
Renovation building1074,Ribar,定制不锈钢设计和制作的领导者,5 Clements Ave Bankstown 2200,,,info@ribar.com.au,(02)9790 3033,,,,Renovated Building
Renovation building1075,辉阳装修,,Sydney,,,,,0431 147 505,,,Renovated Building
Renovation building1076,钜泽装修,二十年经验工商住宅店铺扩建，改建，翻新，维修，专业厨房浴室，铝合金门窗。 Lic : 232441c,Sydney,,,,,0416 189 668,,,Renovated Building
Renovation building1077,双狮装修 ,,Sydney,,,,,0411 608 178,,,Renovated Building
Renovation building1078,建筑装修,"新旧住宅，店铺商场，写字楼工厂。包办申请，设计图，DA,CC.OC等，多年经验","P.O Box 398 Concord West,2138",,,ssseawin61@bigpond.com,02 96482621,0411 330 162,,,Renovated Building
Renovation building1079,专业装修,浴室翻新加厕所瓷砖印花石屎车道修漏水屋，内外装修工程,Sydney,,,,,0451 927 798,,,Renovated Building
Renovation building1080,店铺装修,Westfield 顶级装修工厂，专装大型购物商场，新老店翻新， Lic:154438C 。 （02）9838 7785,Sydney,,,,（02）9838 7785,0405 380 186,,,Renovated Building
Renovation building1081,专业团队 防水装修 ,整套浴室翻新，阳台，桑拿房，商业厨房，办公室，地库，车房改住 ，防水，防漏排水系统，挖地，档土墙，批荡，间房油漆，砌砖，地板，大小工程1条龙服务，可出证书。金牌243397C。,Sydney,,,,,0438 868 881,,,Renovated Building
