#tradeName,merchantName,description,address1,address2,address3,email,phone,mobile,contact1,contact2,categoryList
Furniture Store1017 MINTO FURNITURE ,MINTO FURNITURE ,,"SHOP 5/16 MINTO RD, MINTO NSW 2566",,,,(02)9603 6658,,,,Furniture Store
Furniture Store1018 RAINBOW STAR FURNITURE & BEDDING ,彩虹傢俬店 RAINBOW STAR FURNITURE & BEDDING ,,"380 FOREST RD, HURSTVILLE NSW 2220",,,,(02)9580 3483,,,,Furniture Store
Furniture Store1019 GET DOWN FURNITURE ,GET DOWN FURNITURE ,,"EVEL 2, SHOP 361, WESTFIELD SHOPPING CENTER, 100 BURWOOD RD BURWOOD ",,,,(02)9701 0411,,,,Furniture Store
Furniture Store1020 AUSTRALIAN ALLIANCE ENTERPRISE PTY LTD ,AUSTRALIAN ALLIANCE ENTERPRISE PTY LTD ,,"34 COWPER ST, GRANVILLE NSW 2142",,,,(02)9637 8484,,,,Furniture Store
Furniture Store1021 LETCHOICES AUSTRALIA P/L,LETCHOICES AUSTRALIA P/L,,"1E, 128-130 FRANCES ST, LIDCOMBE NSW 2141",,,,(02)9749 9795,,,,Furniture Store
Furniture Store1022 BON WAREHOUSE,BON WAREHOUSE,,"260-262 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9789 3327,,,,Furniture Store
Furniture Store1023 SOLO DISCOUNT FURNITURE ,SOLO DISCOUNT FURNITURE ,,"187 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9718 7071,,,,Furniture Store
Furniture Store1024 JOINERY CONNECTION ,恆安柜廠 JOINERY CONNECTION ,,"55 LAKEMBA ST, BELMORE NSW 2192",,,,(02)9740 4304,,,,Furniture Store
Furniture Store1025 HUMBLE PINE SHOP,HUMBLE PINE SHOP,,"437 PRINCES HWY, ROCKDALE NSW 2216",,,,(02)9567 2273,,,,Furniture Store
Furniture Store1026  HARVEST CABINET MAKER PTY LTD ,豐年柜廠 HARVEST CABINET MAKER PTY LTD ,,"UNIT 4, 10 GAREMA CIRCUIT, KINGSGROVE NSW 2208",,,,(02)9740 5050,,,,Furniture Store
Furniture Store1027 PUSAKA,PUSAKA,,"286 OXFORD ST, BONDI JUNCTION NSW 2022",,,,(02)9427 2214,,,,Furniture Store
Furniture Store1028 FUNITURE BARGAIN CENTRE,金富家具城 FUNITURE BARGAIN CENTRE,,"27 PUNCHBOWL RD, BELFIELD NSW 2191",,,,(02)9758 8590,,,,Furniture Store
Furniture Store1029,意大利進口傢俬 RIALTO FURNITURE,,"357 LIVERPOOL RD, ASHFIELD NSW 2131",,,,(02)9716 8510,,,,Furniture Store
Furniture Store1030,赛宜家具店- 二手家具 – 巨便宜,买卖二手家具， 书桌， 床垫。 新家具一应俱全。优惠学生 9787 2567 免费送货 (*条件限制),"8 Perry St, Campsie",,,,(02)9787 2567,0411 418 088,John,,Furniture Store
Furniture Store1031,家俱,,"89 WILLIAM HENRY ST, ULTIMO NSW 2007",,,,(02)9281 1387,,,,Furniture Store
Furniture Store1032 FURNITURE AND ANTIQUES,FURNITURE AND ANTIQUES,,"64 KINGSTON RD, CAMPERDOWN NSW 2050",,,,(02)9519 7088,,,,Furniture Store
Furniture Store1033 IMPRESSIVE BUILT-IN WARDROBES,IMPRESSIVE BUILT-IN WARDROBES,,"54 CANTERBURY RD, BANKSTOWN NSW 2200",,,,(02)9796 1022,,,,Furniture Store
Furniture Store1034,日新红木家俬商场,,"Shop 1, 112-122 Parramatta Rd, Camperdown",,,,(02)9519 8882,,,,Furniture Store
Furniture Store1035  HILLWOOD FURNITURE P/L ,山富傢俬有限公司 HILLWOOD FURNITURE P/L ,,"20 CLAPHAM RD, REGENTS PARK NSW 2143",,,,(02)9738 7088,,,,Furniture Store
Furniture Store1036 DOMAYNE NORTH RYDE ,DOMAYNE NORTH RYDE ,,"31-35 EPPING RD, NORTH RYDE NSW 2113",,,,(02)9888 8888,,,,Furniture Store
Furniture Store1037 AUSLAND FURNITURE,AUSLAND FURNITURE,,"568 CHURCH ST, NORTH PARRAMATTA NSW 2151",,,,(02)9630 8921,,,,Furniture Store
Furniture Store1038 SOLO DISCOUNT FURNITURE,SOLO DISCOUNT FURNITURE,,"187 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9718 7071,,,,Furniture Store
Furniture Store1039 Ideal Home Office Furniture Specialist ,Ideal Home Office Furniture Specialist ,中澳产品进口价格直销,"Shop LG 20A Hills Homemaker centre 18 Victoria Ave, Castle Hills",,,,(02)9680 9756,,,,Furniture Store
Furniture Store1040 GET DOWN FURNITURE,GET DOWN FURNITURE,,"471 KING GEORGES RD, BEVERLY HILLS NSW 2209",,,,(02)9580 3280,,,,Furniture Store
Furniture Store1041 P.H. KITCHEN & FURNITURE ,寶豪櫥柜廠 P.H. KITCHEN & FURNITURE ,,"6 ROSE CRES, REGENTS PARK NSW 2143",,,,(02)9743 8688,,,,Furniture Store
Furniture Store1042,家具小活,修修补补，钉钉锤锤， Lic :79533C,,,,,,0422 314 512,,,Furniture Store
Furniture Store1043  THE HONG KONG FURNITURE CO. ,香港傢俬廣場 THE HONG KONG FURNITURE CO. ,," 46 PRINCS HWY, ST PETERS NSW 2044",,,,(02)9550 2702,,,,Furniture Store
Furniture Store1044,昌兴红木家俬城, 厂家直销，全悉尼最实惠最好的家俬专卖店,"446-448 Hume Hwy, Yagoona NSW 2199",,,,02 9709 6899,,,,Furniture Store
Furniture Store1045 DESIGN WORLD,DESIGN WORLD,,"1 PARRAMATTA RD, GRANVILLE NSW 2142",,,,(02)9682 4855,,,,Furniture Store
Furniture Store1046,昌興紅木傢俬城,,"454-460 PARRAMATTA RD, PETERSHAM NSW 2049",,,,(02)9560 8088,,,,Furniture Store
Furniture Store1047,澳洲家具公司,,"361 LIVERPOOL RD, ASHFIELD NSW 2131",,,,(02)9716 8667,,,,Furniture Store
Furniture Store1048,好好家具,,5/252 HUME HWY LANSVALE,,,,(02) 9727 7410,0425 335 803,,,Furniture Store
Furniture Store1049 HONGDA FURNITURE CO. ,沙發公司 HONGDA FURNITURE CO. ,,"4/85-89 CHAPEL ST, LAKEMBA NSW 2195",,,,(02)9759 4169,,,,Furniture Store
Furniture Store1050  BRIDGE DISCOUNT FURNITURE,美而廉傢俬公司 BRIDGE DISCOUNT FURNITURE,,"180 PARRAMATTA RD, AUBURN NSW 2144",,,,(02)9748 3744,,,,Furniture Store
Furniture Store1051 ATOPTIDE GOOD KITCHEN & BATHROOM,ATOPTIDE GOOD KITCHEN & BATHROOM,,"1582-1584 CANTERBURY ROAD, PUNCHBOWL",,,,(02)9708 6888,,,,Furniture Store
Furniture Store1052,金利傢俱店 (床墊專門店) ,,"74 ISMAY AVE, HOMEBUSH NSW 2140",,,,(02)9764 1964,,,,Furniture Store
Furniture Store1053 SOLO DISCOUNT FURNITURE,SOLO DISCOUNT FURNITURE,,"187 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9718 7071,,,,Furniture Store
Furniture Store1054,金利家具店,,"154 Belmish St, Campsie",,,,(02) 9718 9068,,,,Furniture Store
Furniture Store1055,海諅,,"158 PARRAMATTA RD, AUBURN NSW 2144",,,,(02)9748 2748,,,,Furniture Store
Furniture Store1056 AP ARTISAN ,AP ARTISAN ,,"41-43 BRODIE ST, RYDALMERE NSW 2116",,,,(02)9684 2022,,,,Furniture Store
Furniture Store1057 TRIPLE J FURNITURE,TRIPLE J FURNITURE,,"779 PUNCHBOWL RD, PUNCHBOWL NSW 2196",,,,(02)9790 4139,,,,Furniture Store
Furniture Store1058,並力,,"CNR. GREAT WESTERN HWY. & QUEEN ST, ST MARYS NSW 2760",,,,(02)9833 4511,,,,Furniture Store
Furniture Store1059 RIRFENG AUSTRALIA CO ,瑞豐家具商場 RIRFENG AUSTRALIA CO ,,"1A-20 MACQUARIE ST, PARRAMATTA NSW 2150",,,,(02)9891 6115,,,,Furniture Store
Furniture Store1060 D & A ART COMPANY (AUST) ,D & A ART COMPANY (AUST) ,,"2/182 PARRAMATTARD, ASHFIELD NSW 2131",,,,(02)9799 3581,,,,Furniture Store
Furniture Store1061 AUSLAND FURNITURE,AUSLAND FURNITURE,,"312-320 CANTERBURY RD, CANTERBURY NSW 2193",,,,(02)9789 5678,,,,Furniture Store
Furniture Store1062 FURNITURE AND ANTIQUES,FURNITURE AND ANTIQUES,,"64 KINGSTON RD, CAMPERDOWN NSW 2050",,,,(02)9519 7088,,,,Furniture Store
Furniture Store1063 T.Y. FURNITURE,田園家具店 T.Y. FURNITURE,,"162 PARRAMATTA RD, AUBURN NSW 2144",,,,(02)9748 7858,,,,Furniture Store
Furniture Store1064 D & R FURNITURE,時罄沙發專門店 D & R FURNITURE,,"115 MARRICKVILLERD, MARRICKVILLE NSW 2204",,,,(02)9572 9032,,,,Furniture Store
Furniture Store1065,金利傢俱店 (床墊專門店),,"74 ISMAY AVE, HOMEBUSH NSW 2140",,,,(02)9764 1964,,,,Furniture Store
Furniture Store1066  DAVID LU FURNITURE ,明興傢俬 DAVID LU FURNITURE ,,"2ND FL, 24-32 HUGHES ST, CABRAMATTA NSW 2166",,,,(02)9728 3388,,,,Furniture Store
Furniture Store1067 LIFE DECOR GROUP PTY. LTD. ,LIFE DECOR GROUP PTY. LTD. ,,"245 ROWE ST, EASTWOOD NSW 2122",,,,(02)9858 5453,,,,Furniture Store
Furniture Store1068,金利傢俱店 (床墊專門店) ,,"747 NEW CANTERBURY RD, DULWICH HILL NSW 2203",,,,(02)9559 1589,,,,Furniture Store
Furniture Store1069,金利傢俱店,,"154 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9718 9068,,,,Furniture Store
Furniture Store1070 AIRLAND AUSTRALIA,AIRLAND AUSTRALIA,,"225 ROWE ST, EASTWOOD NSW 2122",,,,(02)9874 4379,,,,Furniture Store
Furniture Store1071 LIFESTYLE LEATHER,LIFESTYLE LEATHER,,"574-578 PRINCES HWY, ROCKDALE NSW 2216",,,,(02)9597 3266,,,,Furniture Store
Furniture Store1072 GOLDEN DREAMS BEDDING SPECIALISTS ,GOLDEN DREAMS BEDDING SPECIALISTS ,,"23-25 HOWARD RD, PADSTOW NSW 2211",,,,(02)9771 6126,,,,Furniture Store
Furniture Store1073 AUSTRALIAN ALLIANCE ENTERPRISE PTY LTD,AUSTRALIAN ALLIANCE ENTERPRISE PTY LTD,,"34 COWPER ST, GRANVILLE NSW 2142",,,,(02)9637 8484,,,,Furniture Store
Furniture Store1074 HILLWOOD FURNITURE P/L,山富傢俬有限公司 HILLWOOD FURNITURE P/L,,"20 CLAPHAM RD, REGENTS PARK NSW 2143",,,,(02)9738 7088,,,,Furniture Store
Furniture Store1075,家具五金,"橱柜家具五金，拉手，导轨，铰链，滚轮，螺丝等，配件品种齐全，古典及现代风格。 <br/>地址： Unit 4, 25 Hoskins Ave, Bankstown NSW 2200 <br/>电话： 0410 659 689<br/>联络： Tim<br/>邮件： tim@classique.com.au<br/> 网站： http://www.classique.com.au","Unit 4, 25 Hoskins Ave, Bankstown NSW 2200 ",,,,,0410 659 689,,,Furniture Store
Furniture Store1076 BON WAREHOUSE,BON WAREHOUSE,,"260-262 BEAMISH ST, CAMPSIE NSW 2194",,,,(02)9789 3327,,,,Furniture Store
Furniture Store1078 ARTISTIC - POPULAR FURNITURE KITCHEN ,美藝家具櫥柜有限公司 ARTISTIC - POPULAR FURNITURE KITCHEN ,,"10 RAGLAN RD, AUBURN NSW 2144",,,,(02)9644 3054,,,,Furniture Store
Furniture Store1079,澳洲家具公司,,"361 LIVERPOOL RD, ASHFIELD NSW 2131",,,,(02)9716 8667,,,,Furniture Store
Furniture Store1080 RHINE (AUSTRALIA) P/L ,萊茵床褥有限公司 RHINE (AUSTRALIA) P/L ,,"SHOP S10, 401 SUSSEX ST, HAYMARKET NSW 2000",,,,(02)9281 0748,,,,Furniture Store
Furniture Store1081 DISCOUNT FURNITURE & BEDDING ,DISCOUNT FURNITURE & BEDDING ,,"304-306 CHAPEL RD, BANKSTOWN NSW 2200",,,,(02)9796 1747,,,,Furniture Store
Furniture Store1082 THREE LINK UP FURNITURE P/L ,三聯有限公司 THREE LINK UP FURNITURE P/L ,,"4 SCHOFIELD ST, RIVERWOOD NSW 2210",,,,(02)9584 9028,,,,Furniture Store
Furniture Store1083 CHINESE FURNITURE ARTS & CRAFTS CENTRE ,中國傢俬中心 CHINESE FURNITURE ARTS & CRAFTS CENTRE ,,"SHOP 58, GALLERY LEVEL, LEMON GROVE 441 VICTORIA AVE,",,,,(02)9411 6058,,,,Furniture Store
Furniture Store1084,昌興紅木家私城 ,,"446-448 Hume Hwy, Yagoona NSW 2199",,,,(02)9709 6899,,,,Furniture Store
Furniture Store1085 FURNITURE AND ANTIQUES ,FURNITURE AND ANTIQUES ,,"64 KINGSTON RD, CAMPERDOWN NSW 2050",,,,(02)9519 7088,,,,Furniture Store
Furniture Store1086 THE HONG KONG FURNITURE CO. ,香港傢俬廣場 THE HONG KONG FURNITURE CO. ,,"46 PRINCS HWY, ST PETERS NSW 2044",,,,(02)9550 2702,,,,Furniture Store
Furniture Store1087 JOHNTENS FURNITURE,縱騰家具 JOHNTENS FURNITURE,,"1/1233 CANTERBURY RD, PUNCHBOWL NSW 2196",,,,(02)9740 3356,,,,Furniture Store
Furniture Store1088 HONGDA FURNITURE CO. ,沙發公司 HONGDA FURNITURE CO. ,,"4/85-89 CHAPEL ST, LAKEMBA NSW 2195",,,,(02)9759 4169,,,,Furniture Store
Furniture Store1089 DECO LIVING FURNITURE ,家樂家具行 DECO LIVING FURNITURE ,,"160 PARRAMATTARD, CAMPERDOWN NSW 2050",,,,(02)9565 2688,,,,Furniture Store
Furniture Store1090 HUMBLE PINE SHOP,HUMBLE PINE SHOP,,"134-146 ENMORE RD, ENMORE NSW 2042",,,,(02)9557 4233,,,,Furniture Store
Furniture Store1091 T & T FURNITURE + BEDDING AT EASTWOOD ,T & T FURNITURE + BEDDING AT EASTWOOD ,,"125 ROWE ST, EASTWOOD NSW 2122",,,,(02)9874 8117,,,,Furniture Store
Furniture Store1092  CO DESIGN & ARTES,藝高傢俬設計 CO DESIGN & ARTES,,"1 ROSS ST, GLEBE NSW 2037",,,,(02)9692 9500,,,,Furniture Store
Furniture Store1093 MINTO FURNITURE ,MINTO FURNITURE ,,"SHOP 5/16 MINTO RD, MINTO NSW 2566",,,,(02)9603 6658,,,,Furniture Store
Furniture Store1094  COSY BOUTIQUE ,睡之廊 COSY BOUTIQUE ,,"SUITE 5A, 127-137 FOREST RD, HURSTVILLE NSW 2220",,,,(02)9586 3888,,,,Furniture Store
Furniture Store1095 JUST IN TIME FURNITURE P/L,JUST IN TIME FURNITURE P/L,,"34 BELMORE RD, PUNCHBOWL NSW 2196",,,,(02)9584 1760,,,,Furniture Store
Furniture Store1096 AIRLAND AUSTRALIA,AIRLAND AUSTRALIA,,"453 PRINCES HWY, ROCKDALE NSW 2216",,,,(02)9597 4170,,,,Furniture Store
Furniture Store1097 Sleep Mart ,睡眠中心 Sleep Mart ,,"Shop 31, Lemon Grove, 427-441 Victoria Avenue, Chatswood",,,,(02)9415 2838,,,,Furniture Store
Furniture Store1098 GLORY FURNITURE & JOINER,華麗家具 GLORY FURNITURE & JOINER,,"41 HUGH ST, BELMORE NSW 2192",,,,(02)9750 7563,,,,Furniture Store
Furniture Store1099  HYSEND INDUSTRAL COMPANY (AUST) P/L ,海山家具 HYSEND INDUSTRAL COMPANY (AUST) P/L ,,"31 HUGH ST, BELMORE NSW 2192",,,,(02)9758 9899,,,,Furniture Store
Furniture Store1100,金利傢俱店 (床墊專門店),,"747 NEW CANTERBURY RD, DULWICH HILL NSW 2203",,,,(02)9559 1589,,,,Furniture Store
Furniture Store1101 D & R FURNITURE,時罄沙發專門店 D & R FURNITURE,,"115 MARRICKVILLERD, MARRICKVILLE NSW 2204",,,,(02)9572 9032,,,,Furniture Store
Furniture Store1102 RIRFENG AUSTRALIA CO ,瑞豐家具商場 RIRFENG AUSTRALIA CO ,,"1A-20 MACQUARIE ST, PARRAMATTA NSW 2150",,,,(02)9891 6115,,,,Furniture Store
Furniture Store1103,销售各种全新的价格便宜的家具,www.priceworth.com.au shop2， 146-152 Cleveland st. chippendale 2008 02 9698 3198 有床垫，床架，衣柜，书架，书桌椅，沙发，餐桌椅等等,shop2， 146-152 Cleveland st. chippendale 2008,,,,(02) 9698 3198,,,,Furniture Store
