#tradeName,merchantName,description,address1,address2,address3,email,phone,mobile,contact1,contact2,categoryList
Cleaning Company1035,星星清洁 ,,Sydney,,,,02 9587 3038,,,,Cleaning Company
Cleaning Company1036 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Cnr Foley St & Mona Vale Rd Mona Vale NSW 2103,,,,(02) 9997 3833,,,,Cleaning Company
Cleaning Company1037,$18清洁 ,专业退房，装修完工清洁，达agent标准，价格合理。精工细活，不满意不收费。兼搬家。,,,,,,0450 924 668,,,Cleaning Company
Cleaning Company1038 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Magdala Rd North Ryde NSW 2113,,,,(02) 9888 7588,,,,Cleaning Company
Cleaning Company1039 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (NSW Brch) ,,Dunmore St Wentworthville NSW 2145,,,,(02) 9631 3600,,,,Cleaning Company
Cleaning Company1040,$20清洁 ,,Sydney,,,,(02) 9181 3728,,,,Cleaning Company
Cleaning Company1041 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (NSW Brch) ,,1058 Pittwater Rd Collaroy NSW 2097,,,,(02) 9971 5355,,,,Cleaning Company
Cleaning Company1042 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,2 Ave Blacktown NSW 2148,,,,(02) 9622 5222,,,,Cleaning Company
Cleaning Company1043 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,33 Northumberland Rd Auburn NSW 2144,,,,(02) 9646 3133,,,,Cleaning Company
Cleaning Company1044 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Gerrale St Cronulla NSW 2230,,,,(02) 9523 6833,,,,Cleaning Company
Cleaning Company1045,$29清洁,专业租房清洁，德国无毒药水，强力蒸洗地毯，去除墙壁霉点、污渍，$29起。 ,,,,,(02) 97992484,0406 268 888,,,Cleaning Company
Cleaning Company1046 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,1421 Botany Rd Botany NSW 2019,,,,(02) 9316 8945,,,,Cleaning Company
Cleaning Company1047,Raaf Association/ St George Branch Inc ,,647 Princes Hwy Blakehurst NSW 2221,,,,(02) 9547 2525,,,,Cleaning Company
Cleaning Company1048 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,25 Macquarie Pl Mortdale NSW 2223,,,,(02) 9580 3649,,,,Cleaning Company
Cleaning Company1049,悉尼专业可靠的家庭办公室清洁，快捷周到的小件搬运服务！,本人承接各类家庭与办公室清洁，专业的清洁设备与用品，专业周到的热情服务。 家庭定期清洁，搬进搬出一次性大扫除，符合AGENT标准！免费上门估价。 本公司已成立4年且拥有大量的固定客户，本人保证我们提供一切清洁的服务将以最高的质量赢得你的信赖！ 本人另有快捷方便的小件搬运服务，学生优惠！ 30元起,Sydney,,,Stevensun79@gmail.com,,0424 063 606,STEVEN SUN,,Cleaning Company
Cleaning Company1050 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,2 Goodwood St Kensington NSW 2033,,,,(02) 9663 1811,,,,Cleaning Company
Cleaning Company1051 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Bay St Rockdale NSW 2216,,,,(02) 9567 2720,,,,Cleaning Company
Cleaning Company1052 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,236 Liverpool Rd Enfield NSW 2136,,,,(02) 9744 1959,,,,Cleaning Company
Cleaning Company1053,天鳥日用清潔產品公司 SKY BIRD CO. ,,"83/127 PARK RD, DUNDAS NSW 2117",,,,(02) 9638 7752,,,,Cleaning Company
Cleaning Company1054,四方清洁,,Sydney,,,,(02) 9745 4413,,,,Cleaning Company
Cleaning Company1055,专清花园,,Sydney,,,,(02) 8819 6577,,,,Cleaning Company
Cleaning Company1056,邦洁清洁,,Sydney,,,,,0433 748 284,,,Cleaning Company
Cleaning Company1057,平安清洁,,Sydney,,,,,0413 282 987,,,Cleaning Company
Cleaning Company1058 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,26 Humphries Rd Wakeley NSW 2176,,,,(02) 9604 9975,,,,Cleaning Company
Cleaning Company1059 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,52 Raglan St Manly NSW 2095,,,,(02) 9977 7033,,,,Cleaning Company
Cleaning Company1060 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (NSW Brch) ,,Chester Rd Ingleburn NSW 2565,,,,(02) 9605 3322,,,,Cleaning Company
Cleaning Company1061 mmclaening ,mmclaening ,"澳洲靠得住正规清洁公司, 悉尼搬家同时拥有专业清洁团队服务悉尼用户，超标准的Agent Satisfaction，信得过的After Service，免费的电话FREE Quotations。服务内容包括搬家清洁，退租清洁，日常家庭清洁，地毯清洁（高压蒸洗地毯），办公室清洁等。如有较多Hallway以及楼梯，请提前说明以方便我们进行估价。 服务内容以及价格（仅供参考）： 1.搬家，退租清洁，此价格已包括高压蒸洗地毯服务项目，中介认可标准，服务后若有问题请通知我们无条件返工，请使用信得过的after service。 复式请提前告诉我们，每个复式楼梯加10$。 b)所有价格以上门评估后报价为准，以上价格仅供一般参考。 3.专业高压蒸洗地毯，如有需特别清洗（如咖啡，红酒，墨水等），请提前告知我们以便估价。单房间清洗价格一般为50$至60$。 Studio 70$起 一室一厅 90$ 两室一厅 110$ 两室两厅 150$ 三室一厅 180$ 三室两厅 200$",,,,sjpepsi@sohu.com,,0468 345 168,,,Cleaning Company
Cleaning Company1062 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Gray St Bondi Junction NSW 2022,,,,(02) 9389 5333,,,,Cleaning Company
Cleaning Company1063 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,The Avenue Kingsgrove NSW 2208,,,,(02) 9150 6822,,,,Cleaning Company
Cleaning Company1064 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,162 Victoria Rd Drummoyne NSW 2047,,,,(02) 9181 2719,,,,Cleaning Company
Cleaning Company1065,美制大機蒸洗地毯,"美制大機蒸洗地毯, 環保安全藥水, 殺菌。送香芬護理。地毯水浸還原專家。IICRC認証，全保險。接商住及退租清洗。专业技能，安全无毒药水，投全险，提供正规receipt 我們使用專業旋擦式清洗地毯機，配以國際環保註冊及高效能清潔劑，能有效清理地毯污垢。只要透過本公司定期清洗，可使地毯壽命長久，光澤明亮，柔軟美觀；並有效減少細菌、蟲蚤的滋生，令環境清潔衛生。 旋擦地毯清潔是一種去污力特強的地毯除污方法，特別針對沒有適當護理的地毯而設，效果顯著，氣味芬芳，配合專業先進的地毯旋擦機，能有效地將地毯底部徹底潔淨。藥水衝擊地毯中的污垢，迅速將污垢吸離地毯，徹底潔淨，使地毯回復最佳的狀態。 清潔程序：我們先用吸塵機吸去體積較大的塵埃，然後噴灑地毯清潔劑於地氈上﹝含有防污成份﹞，再用專業的旋擦式地毯機配以國際環保註冊及高效能清潔劑作洗刷，最後用人手細心清除頑固污蹟。 國，粵。0410 345 128",94 culloden rd marsfield,,,,,0410 345 128,,,Cleaning Company
Cleaning Company1066 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,Joseph St Lidcombe NSW 2141,,,,(02) 9649 7622,,,,Cleaning Company
Cleaning Company1067,宜家清洁,,Sydney,,,,(02) 8090 4261,,,,Cleaning Company
Cleaning Company1068 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (NSW Brch),,1087 Barrenjoey Rd Palm Beach NSW 2108,,,,(02) 9974 5566,,,,Cleaning Company
Cleaning Company1069,保洁清洗,,Sydney,,,,(02) 9872 8718,,,,Cleaning Company
Cleaning Company1070,Best清洁,,Sydney,,,,02 9587 0868,,,,Cleaning Company
Cleaning Company1071,办公清洁 ,我，WENDY，住PARRAMMATTA，有丰富的清洁经验，如果您需要家庭上门清洁，请与我联系0430217612. 如果是公司清洁，我也愿意与您商谈。我有车和工具，服务范围包括全悉尼。谢谢,,,,,,0430 217 612,,,Cleaning Company
Cleaning Company1072 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,The Avenue Kingsgrove NSW 2208,,,,(02) 9150 6822,,,,Cleaning Company
Cleaning Company1073 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,20 Canterbury Rd Hurlstone Park NSW 2193,,,,(02) 9558 0422,,,,Cleaning Company
Cleaning Company1074 Returned Services League Of Aust (N.S.W. Brch) ,Returned & Service League Mosman Sub Branch,,Military Rd Mosman NSW 2088,,,,(02) 9969 7255,,,,Cleaning Company
Cleaning Company1075,一流清洁,,Sydney,,,,,0416 811 999,,,Cleaning Company
Cleaning Company1076 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,120 Ramsgate Ave North Bondi NSW 2026,,,,(02) 9477 7777,,,,Cleaning Company
Cleaning Company1077 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,Crn Victoria & Ireton St Malabar NSW 2036,,,,(02) 9661 6233,,,,Cleaning Company
Cleaning Company1078 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,1058 Pittwater Rd Collaroy NSW 2097,,,,(02) 9971 5355,,,,Cleaning Company
Cleaning Company1079,$32清洁,,Sydney,,,,(02) 8013 5013,,,,Cleaning Company
Cleaning Company1080 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (NSW Brch),,1058 Pittwater Rd Collaroy NSW 2097,,,,(02) 9971 5355,,,,Cleaning Company
Cleaning Company1081,3星清洁,专退房全屋清洁，强力蒸洗地毯，设备全，服务/经验质量保证，价合理。,,,,,02）97446186,0402 645 009,,,Cleaning Company
Cleaning Company1082,$32清洁,专业退租清洁，新机强力蒸洗地毯，新房、商业、办公室清洁，Agent标准，学生优惠。,,,,,,0401 277 376,,,Cleaning Company
Cleaning Company1083 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,254 Railway Pde Kogarah NSW 2217,,,,(02) 9587 8533,,,,Cleaning Company
Cleaning Company1084,八人清洁,,Sydney,,,,(02) 9596 0285,,,,Cleaning Company
Cleaning Company1085 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,932 Pittwater Rd Dee Why NSW 2099,,,,(02) 9981 1011,,,,Cleaning Company
Cleaning Company1086 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,Joseph St Lidcombe NSW 2141,,,,(02) 9649 7622,,,,Cleaning Company
Cleaning Company1087 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch),,Cnr Nirranda & Nullawarra Sts Concord West NSW 2138,,,,(02) 9743 2233,,,,Cleaning Company
Cleaning Company1088,至诚清洁,,Sydney,,,,(02) 9825 3718,,,,Cleaning Company
Cleaning Company1089,星星清洁,,Sydney,,,,(02) 9587 3038,,,,Cleaning Company
Cleaning Company1090 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,14 Anzac Ave Fairfield NSW 2165,,,,(02) 9727 5000,,,,Cleaning Company
Cleaning Company1091 A's Cleaning Company ,A's Cleaning Company ,We running Cleaning Business over 10 years. We have fully Public Liability Insurance. We Service Provides: - Commercial Cleaning - Carpet Cleaning - Window Cleaning - Vacate Cleaning (Moving Out / In) We all happy to provided 100% Good Service to you. Welcome to Quote for free! Thank you for your look after.,Sydney,,,,,0430 821 475,Trista,,Cleaning Company
Cleaning Company1092 Returned Services League Of Aust (N.S.W. Brch) ,Returned Services League Of Aust (N.S.W. Brch) ,,2 Persic St Belfield NSW 2191,,,,(02) 9642 1814,,,,Cleaning Company
